Joint life mortgage protection without profits,IFA,20
Single premium pension transfer plan policy,IFA,20
AVC (Non Profit),Life Assured,20
AVC (With Profit),Life Assured,20
LTC Escalating - Regular Premium - Initial,Life Assured,20
Wesleyan Growth Bond,Life Assured,20
Single life regular premium maximin with profits,Policy Holder,20
LTC Escalating - Regular Premium - Initial,Policy Holder,20
AVC (With Profit),Policy Holder,20
Capital Invest. Bond,Power of Attorney,20
Single premium joint life endowment policy with profits,Power of Attorney,20
AVC (Non Profit),Policy Holder,20
Wesleyan Growth Bond,Policy Holder,20
Trustee Investment Plan regular premium,Beneficiary,20
Without profit single premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Beneficiary,20
MSS S/holder Group,Beneficiary,20
Guaranteed Income Bond (90%),Assignee,20
Without profit single premium AVC without lump sum available,Annuitant,19
Single life lifetime account policy without indexation option,Assignee,19
Low Cost Endowment,Absolute Assignee,19
Single life mortgage protection with endowment without profits,Associated With,19
Single life single premium deferred annuity policy,Policy Holder,19
Paid up policy 11A( Single life pure endowment policy with profits),Policy Holder,19
Low Cost Endowment With Profits,Trustee,19
Other,Trustee - Wesleyan (Flexible),19
Flexible Savings Plan Single Premium,Trustee - Wesleyan (Flexible),19
Single life regular premium maximin with profits,Payer,19
Wesleyan UK & International ISA Portfolio,Policy Holder,19
Capital Investment Bond v5,Trustee - Wesleyan (Will),19
Aff Personal Pension,Payer,19
Paid up policy 11A( Single life pure endowment policy with profits),Payer,19
Paid up policy 11A( Single life pure endowment policy with profits),Life Assured,19
Single life regular premium maximin with profits,Life Assured,19
Lifetime Account - Life Cover with TPD,Authorised Representative,19
Term Assurance,Bankruptcy Order,18
Wesleyan GPP Leavers,Beneficiary,18
Whole Life With Profits,Absolute Assignee,18
Mortgage Protection with Endowment - Non Profit,Absolute Assignee,18
MSS Flexible Savings Plan,Payer,18
Fixed Term Savings Plan v5,Trustee - Wesleyan (Flexible),18
Flexible Savings Plan (Direct Subsequent),Policy Holder,18
Guaranteed Growth Bond,Power of Attorney,18
Single life endowment policy with profits,Bankruptcy Order,18
Single life lifetime account policy without indexation option,Beneficiary,18
Pension level term assurance policy,Claimant,18
Waiver of Premium Lifetime Account,Absolute Assignee,18
Flexible Savings Plan (Direct Subsequent),Life Assured,18
With profit single premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,IFA,17
Standalone CIC,Claimant,17
Phased Retirement,Life Assured,17
Retirement account (FSAVC) without indexation option,Claimant,17
Select Investment Bond,Power of Attorney,17
Single life pure endowment policy with profits,Policy Holder,17
WFS S/holder Group,Payer,17
Single life pure endowment policy with profits,Payer,17
Immediate Annuity - Single Life,Policy Holder,17
Phased Retirement,Policy Holder,17
"Single premium, single life whole life policy with profits or a paid-up policy",Solicitor,17
Standalone CIC,Solicitor,17
MSS Fixed Term Savings Plan,Payer,17
Single life pure endowment policy with profits,Life Assured,17
"Single life, whole life policy without profits",Beneficiary,17
"Single premium, single life whole life policy with profits or a paid-up policy",Claimant,17
With profit single premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Associated With,17
"Single life, whole life policy with profits",Absolute Assignee,16
Capital Investment Bond v5,Trustee - Wesleyan (Loan),16
"Single life, whole life policy with profits",Trustee,16
Retirement Account - Personal Pension,Trustee,16
Section 32 Transfer Plan,Authorised Representative,16
Single life lifetime account policy without indexation option,Absolute Assignee,16
Single life lifetime account policy with indexation option,Assignee,16
Lifetime Account Plus - CIC,Assignee,16
Retirement account ( add. Contributions) with indexation option included,Employer,16
Immediate Annuity - Single Life,Life Assured,16
Capital Investment Bond (Adviser),Life Assured,15
Joint life equity endowment policy with profits,Payer,15
"Joint life, whole life policy without profits",Associated With,15
Lifetime Account Plus - Combined,Beneficiary,15
WES Additional PP,Policy Holder,15
Retirement account (FSAVC) without indexation option,Solicitor,15
Flexible Savings Plan regular index linked premiums,Trustee - Wesleyan (Discretionary),15
Waiver of Premium Lifetime Account,Trustee,15
"Single life, whole life policy with profits",Power of Attorney,15
Joint life equity endowment policy with profits,Policy Holder,15
Wesleyan Fixed Term Savings Plan,Payer,15
Capital Investment Bond (Adviser),Policy Holder,15
Single life pure endowment policy with profits,Absolute Assignee,15
Single life midas bond policy,Assignee,15
WES Additional PP,Life Assured,15
Joint life last survivor whole life policy with profits,Life Assured,15
Flexible Savings Plan v5 Single Premium,Life Assured,14
Single life low start low cost endowment,IFA,14
Whole Life With Profits - Limited Term,Life Assured,14
Single life low start low cost endowment,Absolute Assignee,14
Capital Investment Bond v8,Absolute Assignee,14
Single life mortgage protection with endowment without profits,Claimant,14
Wesleyan Fixed Term Savings Plan,Beneficiary,14
Whole Life With Profits - Limited Term,Policy Holder,14
Wesleyan Fixed Term Savings Plan,Trustee,14
Flexible Savings Plan v5 Single Premium,Policy Holder,14
Single life endowment policy with profits( includes alterations to premium >25% and potential clawback),Policy Holder,13
LTC Index-Linked - Single Premium - Initial,Policy Holder,13
Maxi ISA,Policy Holder,13
Level term assurance policy with income benefits,Policy Holder,13
Whole Life With Profits,Trustee,13
"Single premium, single life whole life without profits",Solicitor,13
Joint life lifetime account policy without indexation option,Beneficiary,13
Joint life lifetime account policy with indexation option,Claimant,13
Whole Life Non Profit,Beneficiary,13
Single premium joint life endowment policy without profits,Bankruptcy Order,13
NP Self Employed Pensions,Beneficiary,13
Single life mortgage protection policy without profits,Claimant,13
Paid up policy 11A( Single life pure endowment policy with profits),Absolute Assignee,13
Joint life mortgage protection with endowment without profits,Associated With,13
Lifetime Account - Investment,Nominee,13
Single life endowment policy with profits( includes alterations to premium >25% and potential clawback),Payer,13
Level term assurance policy with income benefits,Payer,13
LTC Index-Linked - Single Premium - Initial,Life Assured,13
Level term assurance policy with income benefits,Life Assured,13
Immediate Annuity - Last Survivor,Life Assured,12
Annuity,Life Assured,12
WFS S/holder Exit PP,Life Assured,12
"Single premium, single life whole life without profits",Absolute Assignee,12
With profit regular premium self employed pension with benefits expressed in terms of pension,Payer,12
"Single life, whole life policy without profits",Trustee,12
Capital Invest. Bond,Trustee - Wesleyan (Discretionary),12
Capital Invest. Bond,Trustee - Wesleyan (Discounted Gift),12
Midas Bond,Assignee,12
Wesleyan Flexible Savings Plan,Assignee,12
Vested Pension Single life,Absolute Assignee,12
Select With Profit single premium bond,Absolute Assignee,12
Joint life mortgage protection with endowment without profits,Absolute Assignee,12
With profit regular premium self employed pension with benefits expressed in terms of pension,Life Assured,12
Single life endowment policy with profits( includes alterations to premium >25% and potential clawback),Life Assured,12
WFS S/holder Exit PP,Policy Holder,12
Without profit single premium AVC without lump sum available,Policy Holder,11
Endowment Without Profit,Trustee,11
Capital Investment Bond V3,Trustee - External,11
Capital Investment Bond v8,Trustee - Wesleyan (Absolute),11
Single premium pensionbuilder for self employed or employees not in an occupational pension scheme,Claimant,11
Select Bond,Absolute Assignee,11
Single life mortgage protection with endowment without profits,Absolute Assignee,11
Single life equity endowment policy with profits,Assignee,11
"Single premium, single life whole life without profits",Assignee,11
"Single life, whole life policy without profits",Absolute Assignee,11
Individual Locum,Absolute Assignee,11
Joint life endowment policy with profits with income benefits,Absolute Assignee,11
"Single life, whole life policy with profits",Assignee,11
Wesleyan UK Balanced ISA Portfolio,Accountant,10
Single premium pension transfer plan policy,Claimant,10
Single life mortgage protection policy without profits,Trustee,10
"Single life, whole life policy without profits",Power of Attorney,10
Joint life mortgage protection with endowment without profits,Solicitor,10
Mortgage Protection - Non Profit,Trustee,10
Wesleyan Capital Investment Bond,Payer,10
"Single life, whole life limited premiums, without profits",Payer,10
Annuity,Policy Holder,10
Immediate Annuity - Last Survivor,Policy Holder,10
Whole Life With Profits,Assignee,10
Trustee Investment Plan single premium,Assignee,10
LAP-MSS,Assignee,10
Guaranteed income bond 100%,Accountant,10
Without profit single premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Accountant,10
Fixed Term Savings Plan (regular premiums only),Absolute Assignee,10
Mortgage Protection with Endowment - Non Profit,Authorised Representative,10
Joint life lifetime account policy without indexation option,Claimant,10
With profit single premium self employed pension with benefits expressed in terms of pension,Life Assured,10
With profit single premium AVC with lump sum available,Policy Holder,10
Single life lifetime account policy without indexation option,Power of Attorney,10
With profit single premium self employed pension with benefits expressed in terms of pension,Payer,10
Whole Life With Profits,Power of Attorney,9
Without profit regular premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Policy Holder,9
Joint life lifetime account policy without indexation option,Trustee,9
Flexible Savings Plan (Adviser),Trustee - Wesleyan (Flexible),9
"Single life, whole life policy with profits with guaranteed bonus on death",Life Assured,9
Single life mortgage protection policy without profits,IFA,9
Single life equity endowment policy with profits,IFA,9
WP Pensions,Beneficiary,9
Endowment Equity,Authorised Representative,9
Joint life lifetime account policy with indexation option,Beneficiary,9
Other,Assignee,9
Stakeholder Pension Regular,Assignee,9
Mini ISA,Policy Holder,9
"Single life, whole life policy with profits with guaranteed bonus on death",Payer,9
With profit single premium AVC with lump sum available,Payer,9
"Single life, whole life limited premiums, without profits",Policy Holder,9
"Single life, whole life policy with profits with guaranteed bonus on death",Policy Holder,9
"Joint life, low cost endowment",Trustee,9
Single life endowment policy without profits,Trustee,9
Regular premium pensionbuilder for self employed or employees not in an occupational pension scheme,Claimant,9
Single premium pension transfer plan policy,Associated With,9
Joint life lifetime account policy with indexation option,Bankruptcy Order,9
Single premium joint life endowment policy with profits,Accountant,9
Reversionary annuity policy,Annuitant,9
Flexible Savings Plan v8 (Adviser),Absolute Assignee,9
Level Term Assurance NP,Absolute Assignee,9
Endowment With Profit with FIB Option,Absolute Assignee,9
Medical Select Bond,Assignee,9
With profit single premium AVC with lump sum available,Life Assured,9
Low Cost Endowment,Payer,9
Joint life last survivor whole life policy with profits,Payer,9
"Single life, whole life limited premiums, without profits",Life Assured,9
"Single life, whole life policy with profits",IFA,9
Joint life mortgage protection with endowment without profits,IFA,9
Pension level term assurance policy,Employer,9
Critical Illness Policy,IFA,8
"Single life, whole life policy without profits",IFA,8
"Single life, whole life policy without profits with income benefits",Life Assured,8
Private Medical Ins,Life Assured,8
Lifetime Account - Life Cover,Nominee,8
Level term assurance policy,Absolute Assignee,8
With profit regular premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Accountant,8
Retirement account ( protected rights),Accountant,8
Single life endowment policy without profits,Bankruptcy Order,8
"Single life, low cost endowment",Trustee,8
Select Investment Bond,Trustee - External,8
Capital Investment Bond v4,Trustee - Wesleyan (Absolute),8
"Single life, whole life policy without profits with income benefits",Policy Holder,8
"Single life, whole life policy without profits with income benefits",Payer,8
Joint life last survivor whole life policy with profits,Policy Holder,8
Without profit single premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Absolute Assignee,8
Single life single premium deferred annuity policy,Life Assured,8
Wesleyan UK & International ISA Portfolio,Life Assured,8
Personal pension regular premium,Trustee,8
Capital Investment Bond v4,Trustee - External,8
Whole Life Non Profit,Trustee,8
"Joint life, whole life policy without profits",Solicitor,8
Single life mortgage protection with endowment without profits,Solicitor,8
"Single life, low cost endowment",Power of Attorney,8
Whole Life Non Profit,Power of Attorney,8
Capital Investment Bond V3,Shared Assignee,8
Wesleyan UK & International ISA Portfolio,Payer,8
Single life single premium deferred annuity policy,Payer,8
Private Medical Ins,Policy Holder,8
Portfolio - UK and International - Maxi ISA,Policy Holder,8
Personal pension regular premium,Payer,7
Group Scheme Level Benefit,Policy Holder,7
Whole Life WP incorporating Income Benefit,Policy Holder,7
Without profit regular premium self employed pension with benefits expressed in terms of pension,Life Assured,7
Whole Life WP incorporating Income Benefit,Life Assured,7
Flexible Savings Plan v8 (Execution Only),Life Assured,7
MSS S/holder Exit PP,Life Assured,7
Joint life mortgage protection without profits,Absolute Assignee,7
Select Individual Pension - Regular Premium,Absolute Assignee,7
Vested Pension Single life,Assignee,7
Critical Illness,Authorised Representative,7
Joint life low start low cost endowment,Bankruptcy Order,7
Waiver of Premium Lifetime Account,Beneficiary,7
WES Additional PP,Beneficiary,7
Single life mortgage protection policy without profits,Beneficiary,7
Single life endowment policy without profits,Beneficiary,7
Flexible Savings Plan v8 (Execution Only),Policy Holder,7
Without profit regular premium self employed pension with benefits expressed in terms of pension,Payer,7
Joint life midas bond policy,Power of Attorney,7
MSS S/holder Exit PP,Policy Holder,7
Capital Investment Bond v5,Trustee - Wesleyan (Absolute),7
Flexible Savings Plan v8 (Adviser),Trustee - External,7
Capital Investment Bond v5,Trustee - Wesleyan (Discretionary),7
Single premium pensionbuilder for self employed or employees not in an occupational pension scheme,Solicitor,7
Regular premium pensionbuilder for self employed or employees not in an occupational pension scheme,Solicitor,7
Retirement Account - Personal Pension,Power of Attorney,7
Personal Pension Plan (Execution Only),Beneficiary,7
Personal Pension Plan,Beneficiary,7
"Single life, whole life policy with profits",Beneficiary,7
Retirement Account - Personal Pension,Absolute Assignee,7
Lifetime Account - Life Cover with TPD,Absolute Assignee,7
LAP - Wesleyan,Assignee,7
Level Term Assurance NP,Nominee,7
With profit regular premium AVC without lump sum available,Life Assured,6
Single Premium Term with option,Life Assured,6
Flexible Savings Plan v8 (Direct Subsequent),Life Assured,6
Retirement account ( add. Contributions) with indexation option included,Assignee,6
Mortgage Protection - Non Profit,Absolute Assignee,6
Term Assurance,Accountant,6
"Single premium, single life whole life policy with profits or a paid-up policy",Absolute Assignee,6
Single life regular premium maximin with profits,Absolute Assignee,6
Joint life mortgage protection with endowment without profits,Claimant,6
Joint life low start low cost endowment,Claimant,6
Mortgage Protection - Non Profit,Beneficiary,6
Endowment With Profit with FIB Option,Authorised Representative,6
Capital Invest. Bond,Special Case,6
Single life equity endowment policy with profits,Solicitor,6
Capital Investment Bond V3,Trustee - Wesleyan (Absolute),6
Stakeholder pension regular premium,Trustee,6
Stakeholder pension single premium,Trustee,6
Lifetime Account - Investment,Power of Attorney,6
With profit regular premium AVC without lump sum available,Payer,6
WP Pensions (Paid Up),Beneficiary,6
Single premium pensionbuilder for self employed or employees not in an occupational pension scheme,Beneficiary,6
Joint life endowment policy with profits with income benefits,Associated With,6
Level term assurance policy with conversion option,Assignee,6
Without profit regular premium AVC with lump sum available,Annuitant,6
Retirement account ( add. Contributions) with indexation option included,Absolute Assignee,6
Retirement account ( add. Contributions) without indexation option,Absolute Assignee,6
Flexible Savings Plan v5 regular index linked premiums,Absolute Assignee,6
Standalone CIC,Absolute Assignee,6
Single life endowment policy with profits,Accountant,6
Miscellaneous,Life Assured,6
Joint life mortgage protection with endowment without profits with income benefits,Life Assured,6
"Joint life, whole life policy without profits",IFA,6
Level term assurance policy with conversion option,IFA,6
Without profit single premium AVC without lump sum available,Life Assured,6
Tessa,Life Assured,6
Single premium joint life last survivor whole life policy with profits,Life Assured,6
Pension Single,Life Assured,6
Level term assurance policy with conversion option,Solicitor,6
Joint life endowment policy with profits with income benefits,Solicitor,6
Staff Group AVC,Trustee,6
Retirement account ( add. Contributions) without indexation option,Trustee,6
Flexible Savings Plan v5 regular index linked premiums,Trustee - Wesleyan (Discretionary),6
Fixed Term Savings Plan (regular premiums only),Trustee - Wesleyan (Discretionary),6
Select Investment Bond,Trustee - Wesleyan (Absolute),6
Flexible Savings Plan v8 (Direct Subsequent),Policy Holder,6
Without profit single premium AVC without lump sum available,Payer,6
Portfolio - UK Balanced - ISA,Policy Holder,6
Pension Single,Policy Holder,6
Single Premium Term with option,Policy Holder,6
Tessa,Policy Holder,6
Trustee Investment Plan v5 regular premiums,Policy Holder,5
Single life whole life equity policy with profits,Policy Holder,5
Professional Expense,Policy Holder,5
Mortgage Protection + CIC,Policy Holder,5
Single life whole life equity policy with profits,Payer,5
Group pension plan transfer,Policy Holder,5
Contingent Assurance,Policy Holder,5
Select With Profit single premium bond,Trustee - Wesleyan (Flexible),5
Single premium joint life endowment policy without profits,Trustee,5
Flexible Savings Plan regular index linked premiums,Trustee - Wesleyan (Absolute),5
Capital Investment Bond v4,Shared Assignee,5
Whole Life Non Profit - Limited Term,Policy Holder,5
Select With Profit single premium bond,Power of Attorney,5
Trustee Investment Plan v5 regular premiums,Life Assured,5
Whole Life Non Profit - Limited Term,Life Assured,5
Retirement account (FSAVC) without indexation option,Employer,5
Joint life endowment policy with profits with income benefits,IFA,5
Without profit single premium self employed pension with benefits expressed in terms of pension,Claimant,5
Contingent Assurance,Life Assured,5
"Joint life, whole life policy without profits",Absolute Assignee,5
Level term assurance policy with conversion option,Associated With,5
Joint life mortgage protection without profits,Claimant,5
"Joint life, low cost endowment",Beneficiary,5
Joint life endowment policy with profits,Bankruptcy Order,5
Endowment Without Profit,Beneficiary,5
Select Investment Bond,Payer,5
Contingent Annuity,Policy Holder,5
Open Ended Inv Com.,Policy Holder,5
PHI Whole Life and Family Income,Policy Holder,5
PHI Index Linked old style,Policy Holder,5
School Fees Plan,Policy Holder,5
Single life regular premium maximin with profits,Solicitor,5
MSS Capital Investment Bond,Trustee,5
Single life lifetime account policy with indexation option,Power of Attorney,5
Low Cost Endowment With Profits,Beneficiary,5
With profit regular premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Beneficiary,5
WP Self Employed Pensions,Beneficiary,5
Single life equity endowment policy with profits,Claimant,5
Single life low start low cost endowment,Claimant,5
"Joint life, low cost endowment",Accountant,5
BMA Scheme,Absolute Assignee,5
Lifetime Account - Life Cover with TPD,Assignee,5
Select WP Bond,Assignee,5
Group pension plan transfer,Life Assured,5
Without profit single premium self employed pension with benefits expressed in terms of pension,IFA,5
Single life whole life equity policy with profits,Life Assured,5
PHI Index Linked old style,Life Assured,5
PHI Whole Life and Family Income,Life Assured,5
Professional Expense,Life Assured,4
Mortgage Protection + CIC,Life Assured,4
Young Dentists Protection Plan (no option),Life Assured,4
NULL,Original Selling Agent,4
BMA Scheme,Payer,4
Retirement Bonus Account,Payer,4
With profit regular premium self employed pension with benefits expressed in terms of pension,IFA,4
Stakeholder Pension Regular,Correspondent,4
"Joint life, whole life policy without profits with income option",Life Assured,4
LTC Escalating - Single Premium - Initial,Life Assured,4
Single life endowment policy with profits with income benefits,Assignee,4
MSS Capital Investment Bond,Assignee,4
Endowment With Profit with FIB Option,Assignee,4
Wesleyan Safety First Portfolio,Annuitant,4
With profit single premium AVC with lump sum available,Annuitant,4
Without profit regular premium AVC without lump sum available,Annuitant,4
Capital Investment Bond V3,3rd Party Interest,4
"Joint life, whole life policy without profits",Claimant,4
MSS S/holder Exit PP,Beneficiary,4
Pension level term assurance policy,Bankruptcy Order,4
NULL,Sales Income Agent,4
"Single life, whole life policy with profits with guaranteed bonus on death",Solicitor,4
Personal pension single premium,Trustee,4
Capital Invest. Bond,Trustee - Wesleyan (Loan),4
Reversionary annuity policy,Policy Holder,4
Young Dentists Protection Plan (no option),Policy Holder,4
"Single life, whole life policy with profits and income benefits",Payer,4
Group pension plan single premium,Policy Holder,4
"Single life, low cost endowment",Bankruptcy Order,4
AVC Plan,Beneficiary,4
Level term assurance policy,Bankruptcy Order,4
Self Employed Pension (NP),Authorised Representative,4
Pension Additional Voluntary Contribution,Beneficiary,4
Personal Pension Plan (Adviser),Beneficiary,4
Section 32 Transfer Plan,Beneficiary,4
Single premium joint life endowment policy without profits,Claimant,4
Single premium pension transfer plan policy,Beneficiary,4
Vested Pension Single life,Beneficiary,4
Trustee Investment Plan regular premium,Assignee,4
Single life endowment policy with profits( includes alterations to premium >25% and potential clawback),Assignee,4
MSS Fixed Term Savings Plan,Assignee,4
Capital Invest. Bond,3rd Party Interest,4
Single life mortgage protection policy without profits,Absolute Assignee,4
With profit single premium self employed pension with benefits expressed in terms of pension,IFA,4
Medical Select Bond,Correspondent,4
Single life mortgage protection with endowment without profits,IFA,4
Group pension plan single premium,Life Assured,4
Group stakeholder pension transfer in,Life Assured,4
Medical GPP Leavers,Life Assured,4
Aff Stakeholder PP,Payer,4
NULL,Payer,4
Open Ended Inv Com.,Life Assured,4
Retirement account ( add. Contributions) without indexation option,Power of Attorney,4
Endowment With Profit,Power of Attorney,4
Capital Investment Bond v5,Shared Assignee,4
NULL,Servicing Agent,4
Flexible Savings Plan v5 regular index linked premiums,Trustee - Wesleyan (Absolute),4
Capital Invest. Bond,Trustee - Wesleyan (Absolute),4
Personal pension transfer in,Trustee,4
Whole Life With Profits,Successor,4
MSS Fixed Term Savings Plan,Trustee - Wesleyan (Flexible),4
Fee,Policy Holder,4
Group stakeholder pension transfer in,Policy Holder,4
2nd Hand Endowment,Policy Holder,4
Wesleyan GPP Leavers,Payer,4
Stakeholder pension regular premium,Payer,4
LTC Escalating - Single Premium - Initial,Policy Holder,4
Medical GPP Leavers,Policy Holder,4
"Single life, whole life policy with profits and income benefits",Policy Holder,3
Single life mortgage protection with endowment without profits with income benefits,Policy Holder,3
Single life maximin policy without profits,Policy Holder,3
Single premium joint life last survivor whole life policy with profits,Payer,3
Single life maximin policy without profits,Payer,3
Flexible Savings Plan v8 (Direct Subsequent),Trustee - Wesleyan (Flexible),3
Capital Investment Bond V3,Trustee - Wesleyan (Probate),3
Capital Investment Bond v4,Trustee - Wesleyan (Probate),3
Capital Investment Bond v8,Trustee - Wesleyan (Will),3
Capital Investment Bond v5,Trustee - External,3
Without profit single premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Trustee,3
Flexible Savings Plan regular index linked premiums,Trustee - External,3
Wesleyan Capital Investment Bond,Trustee - External,3
Single life mortgage protection policy without profits,Power of Attorney,3
Joint life endowment policy with profits,Power of Attorney,3
Joint life lifetime account policy without indexation option,Power of Attorney,3
Lifetime Account - Life Cover,Power of Attorney,3
Whole Life with FIB,Policy Holder,3
"Single premium family income benefits(20), without profits or paid-up policy(22) (rider benefit on another policy)",Life Assured,3
Single life maximin policy without profits,Life Assured,3
Whole Life With Profits,Nominee,3
Deferred Annuity - Single Life,Life Assured,3
"Single life, whole life limited premiums, without profits",IFA,3
Single life endowment policy with profits with income benefits,IFA,3
Unit Trust/OEIC Regular,Claimant,3
"Single premium, single life whole life without profits",IFA,3
Commercial Mortgage,Life Assured,3
"Single life, low cost endowment",Accountant,3
Endowment Equity,Absolute Assignee,3
NP Self Employed Pensions,Absolute Assignee,3
Flexible Savings Plan regular index linked premiums,Assignee,3
Joint life endowment policy with profits with income benefits,Assignee,3
Double endowment without profits,Associated With,3
Whole Life With Profits,Beneficiary,3
"Joint life, whole life policy with profits",Claimant,3
Whole Life Non Profit - Limited Term,Authorised Representative,3
Single life endowment policy with profits with income benefits,Associated With,3
Group pension plan transfer,Beneficiary,3
Flexible Savings Plan (Execution Only),Policy Holder,3
Joint life mortgage protection with endowment without profits with income benefits,Policy Holder,3
Single life mortgage protection with endowment without profits with income benefits,Payer,3
"Single premium family income benefits(20), without profits or paid-up policy(22) (rider benefit on another policy)",Payer,3
WFS S/holder Exit PP,Payer,3
Deferred Annuity - Single Life,Policy Holder,3
Commercial Mortgage,Policy Holder,3
Other,Power of Attorney,3
"Single premium family income benefits(20), without profits or paid-up policy(22) (rider benefit on another policy)",Policy Holder,3
Single premium joint life last survivor whole life policy with profits,Policy Holder,3
Capital Invest. Bond,Trustee - Wesleyan (Probate),3
Capital Investment Bond v8,Trustee - Wesleyan (Probate),3
Retirement account ( add. Contributions) with indexation option included,Trustee,3
Waiver of Premium Pension Retirement Account,Trustee,3
Personal pension regular premium,Trustee - External,3
Single premium pension transfer plan policy,Solicitor,3
Select Investment Bond,Special Case,3
Critical Illness Policy,Solicitor,3
Single life lifetime account policy with indexation option,Bankruptcy Order,3
Regular premium pensionbuilder for self employed or employees not in an occupational pension scheme,Beneficiary,3
Other,Absolute Assignee,3
Single life midas bond policy,Accountant,3
Single life equity endowment policy with profits,Absolute Assignee,3
Retirement account ( protected rights),Assignee,3
Single life mortgage protection with endowment without profits,Assignee,3
Single life endowment policy with profits( includes alterations to premium >25% and potential clawback),Associated With,3
2nd Hand Endowment,Life Assured,3
Contingent Annuity,Life Assured,3
Flexible Savings Plan (Execution Only),Life Assured,3
MSS S/holder Exit PP,Payer,3
Joint life mortgage protection with endowment without profits with income benefits,Payer,3
Lifetime Account - Life Cover with TPD,Nominee,3
Whole Life with FIB,Life Assured,3
"Single life, whole life policy with profits and income benefits",Life Assured,3
Single life mortgage protection with endowment without profits with income benefits,Life Assured,3
Single life endowment policy without profits with income benefits,Life Assured,3
Single life equity maximin policy with benefits,Life Assured,2
Trustee Investment Plan (Direct Subsequent),Life Assured,2
"Joint life, whole life policy without profits with income option",Payer,2
Single life endowment policy without profits with income benefits,Payer,2
Wesleyan Capital Investment Bond,Correspondent,2
Regular premium pensionbuilder for self employed or employees not in an occupational pension scheme,Employer,2
"Joint life, whole life policy with profits with income benefits",Life Assured,2
Joint life mortgage protection without profits with income benefits,Life Assured,2
Level term assurance policy with conversion option with income benefits,Life Assured,2
Last Survivor Term,Life Assured,2
"Single premium, single life whole life policy with profits or a paid-up policy",Assignee,2
"Joint life, low cost endowment with income benefits",Assignee,2
"Joint life, whole life policy without profits",Assignee,2
WP Pensions (Paid Up),Absolute Assignee,2
Joint life endowment policy with profits,Accountant,2
Single life lifetime account policy with indexation option,Accountant,2
Retirement Account - FSAVC,Absolute Assignee,2
Retirement account ( protected rights),Absolute Assignee,2
Select Individual Pension - Single Premium,Absolute Assignee,2
Flexible Savings Plan Single Premium,Absolute Assignee,2
Single life regular premium maximin with profits,Claimant,2
Select WP Bond,Correspondent,2
"Single premium family income benefits(20), without profits or paid-up policy(22)",Claimant,2
Single life low start low cost endowment,Bankruptcy Order,2
"Single premium, single life endowment with profits or paid-up policy",Bankruptcy Order,2
Lifetime Plus,Bankruptcy Order,2
Retirement account (FSAVC) without indexation option,Bankruptcy Order,2
AVC transfer in,Beneficiary,2
Group pension plan single premium,Beneficiary,2
"Single life, whole life policy with profits with guaranteed bonus on death",Associated With,2
"Single life, low cost endowment with income benefits",Associated With,2
Whole Of Life,Associated With,2
Flexible Savings Plan regular index linked premiums,Shared Assignee,2
Retirement Account - Personal Pension,Receiver,2
With profit regular premium self employed pension with benefits expressed in terms of capital amount and guaranteed annuity rate,Power of Attorney,2
Retirement account (FSAVC) without indexation option,Power of Attorney,2
"Single premium, single life whole life policy with profits or a paid-up policy",Power of Attorney,2
"Single premium, single life whole life without profits",Power of Attorney,2
Standalone CIC,Power of Attorney,2
"Single premium family income benefits(20), without profits or paid-up policy(22)",Solicitor,2
Unit Trust/OEIC Regular,Solicitor,2
Retirement account ( protected rights),Trustee,2
Select FSAVC - Regular Premium,Trustee,2
Retirement Account - APPS (Transfer In),Trustee,2
Retirement Account - FSAVC,Trustee,2
Fixed Term Savings Plan v5,Trustee - Wesleyan (Discretionary),2
Select Investment Bond,Trustee - Wesleyan (Discretionary),2
Single premium level term assurance policy,Policy Holder,2
Retirement Account - APPS (Transfer In),Power of Attorney,2
"Joint life, low cost endowment",Power of Attorney,2
Joint life low start low cost endowment,Power of Attorney,2
Capital Investment Bond v8,Power of Attorney,2
Critical Illness Policy,Power of Attorney,2
Free Standing AVC regular premium,Beneficiary,2
Flexible Savings Plan (Adviser),Beneficiary,2
Group stakeholder pension transfer in,Beneficiary,2
Single life lifetime account policy without indexation option,Bankruptcy Order,2
Single premium pensionbuilder for self employed or employees not in an occupational pension scheme,Bankruptcy Order,2
Whole of Life + CIC,Associated With,2
Level term assurance policy with conversion option,Claimant,2
Critical Illness Policy,Claimant,2
Personal Pension Plan v8 (Direct Subsequent),Beneficiary,2
"Single life, low cost endowment",Beneficiary,2
"Joint life, low cost endowment with income benefits",Associated With,2
Standalone CIC,Assignee,2
Whole of Life + CIC,Assignee,2
Joint life midas bond policy,Assignee,2
Critical Illness Policy,Assignee,2
MSS Flexible Savings Plan,Assignee,2
Retirement account ( add. Contributions) without indexation option,Assignee,2
Self Employed Pension (NP),Absolute Assignee,2
Pension level term assurance policy,Accountant,2
